Sucursal,Producto,Año,Mes,Unidades_vendidas,Ingreso_total,Costo_total
Sucursal Norte,Coca Cola,2024,7,13321,78660676.41,58384679.05
Sucursal Norte,Fanta,2024,7,848,589269.89,394035.36
Sucursal Norte,Sprite,2024,7,4822,14604779.86,10308442.3
Sucursal Norte,7 Up,2024,7,5031,6879238.85,4349082.82
Sucursal Norte,Pepsi,2024,7,8258,29835011.84,23408433.14
Sucursal Centro,Coca Cola,2024,7,13198,77748761.43,56295140.77
Sucursal Centro,Fanta,2024,7,761,555069.47,371715.71
Sucursal Centro,Sprite,2024,7,5341,15942559.1,11754981.39
Sucursal Centro,7 Up,2024,7,5293,7964183.15,5236608.4
Sucursal Centro,Pepsi,2024,7,8454,31873061.81,24963455.98
Sucursal Sur,Coca Cola,2024,7,13947,83559662.81,65816910.06
Sucursal Sur,Fanta,2024,7,747,510538.96,364551.3
Sucursal Sur,Sprite,2024,7,5092,13602447.23,10564344.24
Sucursal Sur,7 Up,2024,7,4646,6904017.08,5081027.41
Sucursal Sur,Pepsi,2024,7,8344,29721740.79,18051155.32
Sucursal Norte,Coca Cola,2024,8,13761,74260254.49,51399487.91
Sucursal Norte,Fanta,2024,8,822,609482.03,476726.98
Sucursal Norte,Sprite,2024,8,4778,12257208.07,8738429.25
Sucursal Norte,7 Up,2024,8,4609,7180598.82,5441245.28
Sucursal Norte,Pepsi,2024,8,7560,27515793.64,19017417.06
Sucursal Centro,Coca Cola,2024,8,15312,84823318.78,59953407.39
Sucursal Centro,Fanta,2024,8,795,641241.25,392452.36
Sucursal Centro,Sprite,2024,8,4857,14701654.92,11749531.53
Sucursal Centro,7 Up,2024,8,5085,6913220.65,4539862.13
Sucursal Centro,Pepsi,2024,8,7914,29929262.51,22607712.46
Sucursal Sur,Coca Cola,2024,8,15371,91609825.43,57782446.61
Sucursal Sur,Fanta,2024,8,814,658243.45,456162.48
Sucursal Sur,Sprite,2024,8,5599,14152710.8,9038466.07
Sucursal Sur,7 Up,2024,8,4940,7275258.13,5777257.8
Sucursal Sur,Pepsi,2024,8,7458,28339787.55,19778372.87
Sucursal Norte,Coca Cola,2024,9,15528,92695630.53,61012381.65
Sucursal Norte,Fanta,2024,9,891,715885.52,439956.3
Sucursal Norte,Sprite,2024,9,5325,15147467.05,11946409.0
Sucursal Norte,7 Up,2024,9,5193,8418444.39,5752530.5
Sucursal Norte,Pepsi,2024,9,7821,30100290.62,19055504.24
Sucursal Centro,Coca Cola,2024,9,14215,80887591.12,53939595.13
Sucursal Centro,Fanta,2024,9,823,630917.89,502035.11
Sucursal Centro,Sprite,2024,9,5687,16589851.95,9987725.83
Sucursal Centro,7 Up,2024,9,5323,8288480.72,6313478.3
Sucursal Centro,Pepsi,2024,9,8024,29476724.42,19242774.01
Sucursal Sur,Coca Cola,2024,9,15369,94003293.87,72802016.59
Sucursal Sur,Fanta,2024,9,828,609262.36,449548.19
Sucursal Sur,Sprite,2024,9,5127,13964781.24,11109257.22
Sucursal Sur,7 Up,2024,9,5199,7964196.47,5008168.04
Sucursal Sur,Pepsi,2024,9,8131,30504695.42,19738252.66
Sucursal Norte,Coca Cola,2024,10,13390,70229697.91,45903800.55
Sucursal Norte,Fanta,2024,10,894,675972.24,405706.04
Sucursal Norte,Sprite,2024,10,5065,12750299.33,9248935.8
Sucursal Norte,7 Up,2024,10,4687,7640437.54,4900849.32
Sucursal Norte,Pepsi,2024,10,8030,29697211.53,18436237.56
Sucursal Centro,Coca Cola,2024,10,14276,88602167.83,62248805.81
Sucursal Centro,Fanta,2024,10,747,511324.91,391423.45
Sucursal Centro,Sprite,2024,10,4866,13205019.5,8481220.88
Sucursal Centro,7 Up,2024,10,4564,7489113.9,4915255.2
Sucursal Centro,Pepsi,2024,10,7757,24958634.99,16277312.85
Sucursal Sur,Coca Cola,2024,10,14197,84301463.82,57190157.79
Sucursal Sur,Fanta,2024,10,768,523156.29,415850.58
Sucursal Sur,Sprite,2024,10,5745,15041890.57,11939837.45
Sucursal Sur,7 Up,2024,10,4959,7047172.47,4333069.13
Sucursal Sur,Pepsi,2024,10,8136,28732911.19,20694242.04
Sucursal Norte,Coca Cola,2024,11,13701,70867363.19,53150234.49
Sucursal Norte,Fanta,2024,11,845,627744.62,423444.33
Sucursal Norte,Sprite,2024,11,5437,15816186.22,10064067.66
Sucursal Norte,7 Up,2024,11,5420,7589406.51,5019340.16
Sucursal Norte,Pepsi,2024,11,7966,26297557.4,19260937.22
Sucursal Centro,Coca Cola,2024,11,14150,88394209.27,54072418.68
Sucursal Centro,Fanta,2024,11,742,547244.64,391532.33
Sucursal Centro,Sprite,2024,11,5137,14714705.37,9676468.58
Sucursal Centro,7 Up,2024,11,5015,7697400.76,5642889.34
Sucursal Centro,Pepsi,2024,11,8160,31474391.27,21097801.34
Sucursal Sur,Coca Cola,2024,11,14918,86789230.65,65135548.22
Sucursal Sur,Fanta,2024,11,856,640102.95,496202.22
Sucursal Sur,Sprite,2024,11,5267,15996589.61,12744013.23
Sucursal Sur,7 Up,2024,11,5536,8275864.26,6244594.66
Sucursal Sur,Pepsi,2024,11,8632,28433783.82,22693220.91
Sucursal Norte,Coca Cola,2024,12,15844,87932046.24,66784045.49
Sucursal Norte,Fanta,2024,12,795,615609.25,380833.18
Sucursal Norte,Sprite,2024,12,5758,17467700.98,13305703.79
Sucursal Norte,7 Up,2024,12,5203,8022323.9,6268708.12
Sucursal Norte,Pepsi,2024,12,7873,25144712.78,15781835.54
Sucursal Centro,Coca Cola,2024,12,14764,87858360.79,53017673.78
Sucursal Centro,Fanta,2024,12,844,595580.58,466449.54
Sucursal Centro,Sprite,2024,12,5674,14452649.44,9716472.45
Sucursal Centro,7 Up,2024,12,5096,7246927.19,4381330.02
Sucursal Centro,Pepsi,2024,12,8345,29582533.6,23663285.0
Sucursal Sur,Coca Cola,2024,12,14130,79712814.31,61080717.29
Sucursal Sur,Fanta,2024,12,883,691217.24,457717.2
Sucursal Sur,Sprite,2024,12,5203,13789774.55,9836168.98
Sucursal Sur,7 Up,2024,12,5137,8128344.24,6119919.71
Sucursal Sur,Pepsi,2024,12,7479,26303949.75,20945815.21
